ban,tipo_cliente,canal_contato,tentativas_contato,texto,urgencia,valor_mensalidade,dias_atraso,valor_total_divida,historico_pagamento,estado,data_chamado
000002132,Pessoa Física,Chat,2,preciso de informação.,Baixa,101.51,16,412.21,bom,RS,2025-08-31T22:55:23.483278
000004148,Pessoa Jurídica,Redes Sociais,2,como posso pagar.,Baixa,125.22,20,335.04,bom,RJ,2024-12-30T01:51:44.699773
000002798,Pessoa Física,Telefone,4,ajuda temporária.,Média,108.7,57,275.61,ruim,RS,2025-07-31T20:40:32.242099
000007595,Pessoa Física,Chat,4,segunda via do boleto,Baixa,66.95,21,225.2,bom,SP,2024-10-22T21:53:36.069492
000000887,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,96.47,7,398.73,bom,RJ,2024-11-21T20:07:17.647966
000009923,Pessoa Física,Email,2,ajuda temporária.,Média,142.2,21,504.86,ruim,RJ,2025-09-18T21:18:18.520957
000009962,Pessoa Física,Telefone,3,renegociar valores. o mais rápido possível,Média,183.32,43,319.81,regular,CE,2025-06-16T14:57:28.003976
000001830,Pessoa Física,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,121.86,18,315.72,regular,PA,2025-02-17T08:55:08.286472
000005514,Pessoa Física,Chat,3,consulta de valores.,Baixa,161.31,15,492.06,bom,SP,2024-10-12T03:08:19.612440
000006869,Pessoa Jurídica,Telefone,3,dúvida sobre a fatura.,Baixa,148.84,27,460.66,regular,CE,2025-09-19T22:23:08.881022
000004631,Pessoa Física,Telefone,2,como posso pagar. aguardo uma resposta,Baixa,96.77,23,228.22,regular,SP,2025-02-15T06:16:59.161456
000003675,Pessoa Física,Telefone,2,consulta de valores. o mais rápido possível,Baixa,157.5,3,486.62,bom,MT,2025-06-15T16:30:28.279257
000002632,Premium,Telefone,1,como posso pagar. o mais rápido possível,Baixa,164.97,27,609.05,regular,MA,2025-06-01T13:40:20.224437
000003819,Pessoa Jurídica,Chat,1,segunda via do boleto.,Baixa,100.63,12,289.0,bom,SC,2024-10-29T10:50:27.744656
000008955,Pessoa Física,Chat,4,ajuda temporária. muito obrigado,Média,120.71,57,338.64,bom,RJ,2025-08-04T08:57:42.464697
000003156,Pessoa Física,Telefone,1,renegociar valores. aguardo uma resposta,Média,97.39,70,409.65,bom,AC,2025-08-16T10:34:50.164068
000000419,Pessoa Física,Email,3,renegociar valores. o mais rápido possível,Média,69.72,13,280.79,ruim,AL,2024-10-13T12:47:21.123925
000001808,Pessoa Física,Telefone,4,ajuda temporária. o mais rápido possível,Média,160.92,69,432.81,ruim,PR,2025-02-12T21:49:53.371459
000008419,Premium,Email,2,renegociar valores. o mais rápido possível,Média,184.11,9,917.61,ruim,SP,2024-10-31T08:37:28.476830
000003451,Pessoa Física,Email,4,segunda via do boleto. muito obrigado,Baixa,117.54,24,148.79,regular,RS,2024-10-30T15:43:27.218435
000008962,Pessoa Jurídica,Telefone,2,como posso pagar. por favor,Baixa,98.62,3,227.22,regular,SP,2025-04-28T09:30:40.546484
000003321,Pessoa Física,Redes Sociais,1,preciso de informação.,Baixa,162.72,5,186.69,bom,PE,2025-07-26T16:59:09.377080
000005649,Pessoa Jurídica,Telefone,4,parcelamento da dívida. por favor,Média,167.04,40,727.94,bom,AC,2024-11-26T04:34:24.940087
000009325,Pessoa Física,Telefone,1,preciso de um desconto. o mais rápido possível,Média,85.35,45,343.32,bom,GO,2024-12-08T03:16:40.150445
000006333,Pessoa Física,Telefone,1,consulta de valores. o mais rápido possível,Baixa,125.61,16,469.12,bom,MG,2025-07-01T02:02:19.565544
000005479,Pessoa Física,Telefone,1,como posso pagar.,Baixa,199.18,10,370.05,regular,BA,2025-07-02T17:54:57.022028
000001196,Pessoa Jurídica,Telefone,1,quero negociar.,Média,192.85,13,738.78,ruim,DF,2025-06-14T15:37:55.377395
000004062,Pessoa Física,Telefone,4,ajuda temporária. aguardo uma resposta,Média,83.04,41,201.06,ruim,SP,2025-01-19T21:36:03.291359
000000848,Pessoa Física,Email,4,dúvida sobre a fatura. o mais rápido possível,Baixa,64.34,6,287.88,regular,RN,2025-03-01T19:29:44.361943
000007694,Premium,Telefone,3,segunda via do boleto. por favor,Baixa,134.04,8,241.0,regular,SP,2025-02-02T17:12:12.354290
000007034,Pessoa Física,Telefone,2,quero negociar. muito obrigado,Média,148.52,32,277.93,bom,BA,2025-07-14T21:43:33.933883
000001756,Pessoa Física,Telefone,4,quero negociar. por favor,Média,148.77,55,720.4,ruim,GO,2025-06-13T10:33:24.803654
000007026,Premium,Telefone,2,preciso de informação.,Baixa,141.81,3,435.08,regular,BA,2025-01-15T05:56:13.852635
000000694,Pessoa Física,Telefone,2,proposta de pagamento.,Média,131.34,33,365.85,regular,PE,2024-11-28T10:39:33.507451
000006596,Pessoa Física,Email,1,preciso de informação.,Baixa,103.02,22,247.97,bom,PR,2025-08-20T08:12:01.312189
000008572,Pessoa Física,Telefone,4,quero negociar. muito obrigado,Média,94.67,7,409.43,ruim,PE,2024-10-14T05:44:12.188912
000006547,Pessoa Jurídica,Email,3,preciso de informação. o mais rápido possível,Baixa,152.16,29,366.83,bom,SP,2025-07-03T20:26:21.545407
000003483,Pessoa Jurídica,Telefone,1,proposta de pagamento. por favor,Média,91.79,27,222.56,ruim,PE,2025-04-04T07:57:18.787151
000004400,Pessoa Física,Redes Sociais,4,como posso pagar.,Baixa,53.31,4,79.61,bom,AC,2024-10-06T11:27:03.235445
000001787,Pessoa Jurídica,Email,3,preciso de informação.,Baixa,125.76,15,387.71,bom,RJ,2025-08-02T15:15:43.912007
000001611,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,131.42,29,617.02,bom,SP,2025-06-07T20:03:34.646626
000002265,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,196.95,6,951.3,bom,BA,2025-08-18T10:47:17.586000
000009859,Pessoa Jurídica,Telefone,2,consulta de valores.,Baixa,121.34,14,604.52,bom,MG,2025-04-22T21:47:10.110542
000006853,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,66.94,4,193.61,regular,SP,2025-08-01T11:32:45.813133
000006874,Pessoa Física,Telefone,3,como posso pagar.,Baixa,168.77,9,691.92,bom,PE,2025-09-03T05:14:19.154986
000001274,Pessoa Física,Chat,3,consulta de valores.,Baixa,118.03,6,378.89,regular,BA,2025-04-03T19:28:54.015620
000002008,Pessoa Jurídica,Chat,4,preciso de informação.,Baixa,113.61,15,362.62,regular,ES,2025-06-18T14:12:17.525006
000009460,Pessoa Física,Telefone,3,como posso pagar.,Baixa,73.47,4,310.41,bom,BA,2025-03-06T05:58:48.595970
000003869,Pessoa Física,Email,1,segunda via do boleto.,Baixa,140.38,11,609.45,bom,AC,2024-11-28T18:39:54.312256
000007263,Pessoa Jurídica,Email,1,segunda via do boleto.,Baixa,126.25,8,136.25,bom,MA,2025-09-22T22:20:42.438421
000006085,Pessoa Jurídica,Chat,2,dúvida sobre a fatura.,Baixa,123.18,28,587.71,bom,PR,2025-04-10T23:32:28.793273
000003924,Pessoa Física,Telefone,1,como posso pagar.,Baixa,157.51,25,676.02,bom,RS,2025-09-24T16:27:19.562505
000005109,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,162.35,3,630.64,bom,PB,2024-11-17T05:04:38.280979
000002155,Pessoa Física,Telefone,2,urgente. o mais rápido possível,Alta,132.83,61,585.53,bom,MA,2024-12-18T21:20:21.998416
000004206,Pessoa Jurídica,Redes Sociais,3,consulta de valores.,Baixa,141.54,28,445.72,bom,CE,2025-05-16T14:34:38.519985
000007956,Pessoa Física,Email,4,como posso pagar.,Baixa,133.88,20,547.98,regular,RJ,2024-12-21T11:04:09.882526
000008014,Governo,Telefone,3,consulta de valores.,Baixa,186.88,14,634.38,bom,BA,2024-12-08T14:24:13.890635
000002836,Pessoa Jurídica,Telefone,3,dúvida sobre a fatura.,Baixa,83.73,5,265.57,regular,MA,2025-07-01T23:24:28.543309
000008486,Pessoa Jurídica,Email,1,ajuda temporária.,Média,76.57,65,141.38,ruim,CE,2025-04-24T18:49:40.189514
000007542,Pessoa Física,Telefone,3,parcelamento da dívida. muito obrigado,Média,72.46,2,318.07,ruim,SE,2025-08-05T22:26:32.597054
000007637,Premium,Telefone,1,dúvida sobre a fatura.,Baixa,140.69,24,638.1,regular,PB,2025-07-27T17:56:49.603466
000007220,Pessoa Física,Redes Sociais,1,como posso pagar.,Baixa,115.46,15,564.0,regular,BA,2025-03-22T14:23:12.204728
000007365,Pessoa Física,Telefone,1,quero negociar. aguardo uma resposta,Média,75.75,47,112.24,bom,MG,2025-01-24T21:32:01.431342
000004547,Pessoa Física,Email,1,dúvida sobre a fatura.,Baixa,112.26,11,243.19,bom,SP,2025-05-24T22:50:57.599137
000002715,Pessoa Física,Telefone,1,preciso de informação.,Baixa,206.3,16,771.9,regular,BA,2025-07-31T15:41:43.978024
000007158,Pessoa Física,Chat,1,dúvida sobre a fatura,Baixa,137.1,28,606.11,regular,RJ,2024-12-01T16:59:56.799940
000008460,Pessoa Física,Chat,4,consulta de valores.,Baixa,179.0,2,716.93,regular,SP,2025-07-22T22:04:02.965318
000006700,Pessoa Física,Chat,3,como posso pagar,Baixa,67.87,3,191.55,regular,SP,2025-05-26T16:32:32.839797
000008202,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,131.68,6,514.07,regular,PR,2024-12-12T15:08:59.798128
000002458,Pessoa Física,Telefone,2,preciso de um desconto. muito obrigado,Média,140.51,5,181.05,ruim,RN,2024-11-11T02:24:16.017596
000004712,Pessoa Física,Telefone,2,como posso pagar.,Baixa,147.68,2,539.05,regular,MG,2024-10-30T22:14:22.708547
000003126,Pessoa Física,Chat,3,parcelamento da dívida.,Média,109.88,21,113.4,ruim,BA,2025-05-10T19:36:30.860664
000001234,Pessoa Jurídica,Chat,4,renegociar valores. muito obrigado,Média,159.47,32,189.8,regular,BA,2025-08-07T17:21:43.372512
000001863,Pessoa Física,Telefone,4,preciso de ajuda.,Alta,139.67,63,562.76,regular,MG,2024-10-12T18:03:28.464793
000005633,Pessoa Jurídica,Chat,4,quero negociar.,Média,123.52,13,359.51,ruim,SC,2025-01-13T13:56:47.632595
000008201,Pessoa Física,Telefone,2,segunda via do boleto.,Baixa,102.86,8,127.36,regular,RS,2025-04-18T07:26:33.719130
000002572,Pessoa Física,Telefone,1,quero negociar. muito obrigado,Média,60.59,40,177.37,bom,BA,2024-10-26T08:45:37.714006
000004571,Pessoa Física,Chat,3,renegociar valores.,Média,43.33,38,54.21,bom,DF,2025-05-08T14:19:04.484279
000007777,Pessoa Física,Telefone,4,consulta de valores.,Baixa,93.07,21,221.89,bom,MG,2025-07-05T19:40:25.372081
000007327,Pessoa Física,Chat,4,ajuda temporária.,Média,113.83,8,185.48,ruim,ES,2025-01-23T09:51:39.784543
000000044,Pessoa Física,Chat,4,quero negociar.,Média,92.97,48,174.55,bom,RS,2025-04-22T00:10:57.143013
000001457,Pessoa Física,Redes Sociais,2,segunda via do boleto.,Baixa,133.78,5,238.45,bom,BA,2025-05-23T16:09:09.908415
000007507,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,152.92,2,380.32,bom,SP,2024-10-14T07:54:28.299836
000007735,Pessoa Física,Telefone,1,renegociar valores.,Média,69.98,33,100.19,bom,PB,2025-01-08T19:39:01.909405
000008866,Pessoa Física,Telefone,2,renegociar valores.,Média,141.97,18,441.66,ruim,RJ,2025-09-24T05:22:59.081040
000004217,Pessoa Física,Chat,2,preciso de informação.,Baixa,118.93,7,312.6,bom,PA,2025-04-26T19:03:41.926743
000005322,Pessoa Física,Email,4,consulta de valores. por favor,Baixa,51.07,23,222.64,regular,PB,2025-04-26T09:47:30.957971
000006464,Pessoa Física,Chat,2,como posso pagar.,Baixa,156.34,30,672.84,bom,RS,2025-07-18T03:07:01.894675
000000010,Pessoa Jurídica,Telefone,1,proposta de pagamento.,Média,82.58,38,354.86,bom,CE,2024-10-19T04:36:49.034776
000009263,Pessoa Jurídica,Chat,3,preciso de informação. muito obrigado,Baixa,222.81,8,641.37,bom,MG,2025-01-25T09:43:25.231888
000005348,Pessoa Física,Telefone,2,dúvida sobre a fatura. o mais rápido possível,Baixa,166.71,2,360.62,bom,SC,2025-09-12T02:45:46.889373
000007191,Pessoa Jurídica,Chat,2,consulta de valores.,Baixa,114.3,15,304.22,regular,CE,2024-10-05T14:30:39.068587
000000680,Pessoa Física,Chat,4,renegociar valores.,Média,119.93,39,449.68,bom,PR,2025-02-09T18:29:20.870279
000003066,Pessoa Física,Redes Sociais,2,preciso de informação.,Baixa,64.35,6,200.72,bom,CE,2025-01-13T15:39:29.034652
000005687,Pessoa Jurídica,Chat,3,como posso pagar.,Baixa,190.27,12,665.42,bom,RJ,2025-02-24T22:09:22.904269
000008185,Pessoa Física,Chat,1,segunda via do boleto,Baixa,86.03,7,324.75,regular,CE,2024-12-12T16:29:31.677621
000007560,Pessoa Jurídica,Chat,2,como posso pagar. muito obrigado,Baixa,121.68,2,568.67,regular,PA,2025-07-04T02:39:26.050808
000003612,Pessoa Física,Email,1,proposta de pagamento.,Média,94.32,46,450.46,bom,PR,2025-06-24T13:23:46.574671
000009299,Pessoa Jurídica,Chat,2,dúvida sobre a fatura.,Baixa,138.44,4,603.86,bom,RJ,2025-09-23T04:43:48.798596
000005737,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,119.16,30,150.17,bom,AM,2025-06-16T03:30:33.468879
000002947,Pessoa Jurídica,Telefone,2,quero negociar.,Média,94.95,10,466.9,ruim,GO,2024-11-07T01:47:47.774115
000005415,Pessoa Física,Email,4,preciso de informação.,Baixa,138.57,8,528.58,bom,SP,2025-02-28T06:21:52.489856
000008133,Pessoa Física,Email,3,ajuda temporária. o mais rápido possível,Média,180.16,57,679.85,ruim,PR,2025-06-30T07:34:22.246415
000005816,Pessoa Física,Telefone,4,ajuda temporária. aguardo uma resposta,Média,121.95,22,133.22,ruim,SP,2024-11-08T09:33:19.319823
000000008,Pessoa Física,Telefone,3,preciso de informação.,Baixa,32.37,24,94.44,bom,MG,2025-07-24T10:29:23.494308
000004820,Pessoa Física,Telefone,3,preciso de informação.,Baixa,135.03,29,473.42,bom,BA,2024-11-26T08:41:18.719817
000008526,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,60.93,10,128.81,regular,SP,2025-05-04T23:13:40.532782
000008706,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,65.22,18,86.94,regular,PR,2025-02-19T01:41:17.041178
000006619,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,61.07,8,191.14,regular,SC,2025-05-04T16:03:49.029491
000004416,Pessoa Física,Telefone,3,quero negociar.,Média,148.25,37,412.9,bom,BA,2025-08-09T16:51:12.137516
000007484,Premium,Telefone,1,ajuda temporária. muito obrigado,Média,61.91,19,72.83,ruim,RJ,2025-01-16T11:18:18.713439
000006474,Pessoa Jurídica,Telefone,3,como posso pagar.,Baixa,159.49,7,490.86,bom,BA,2024-11-26T20:31:56.691950
000000810,Pessoa Física,Chat,4,quero negociar.,Média,152.44,46,218.12,bom,PE,2025-03-20T15:39:58.820351
000001963,Pessoa Física,Chat,4,renegociar valores,Média,85.48,18,230.64,ruim,DF,2025-08-21T19:40:22.920582
000002235,Pessoa Física,Telefone,4,dúvida sobre a fatura. o mais rápido possível,Baixa,139.16,15,289.68,regular,PR,2024-11-05T13:57:13.200218
000004133,Pessoa Física,Chat,2,como posso pagar,Baixa,167.13,2,815.91,regular,RN,2025-06-21T22:03:35.981295
000009051,Pessoa Física,Telefone,2,ajuda temporária.,Média,96.71,48,110.15,ruim,TO,2025-08-21T12:38:40.580125
000000646,Pessoa Física,Telefone,6,urgente.,Alta,169.28,61,548.48,bom,RS,2025-07-24T10:19:46.027392
000000398,Pessoa Física,Chat,4,consulta de valores. por favor,Baixa,126.75,18,203.77,bom,SP,2025-05-29T10:55:30.558500
000009197,Pessoa Física,Email,4,renegociar valores.,Média,92.43,13,210.48,ruim,PB,2025-07-10T07:31:48.123739
000007009,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,153.04,10,265.62,bom,PB,2024-11-30T07:53:16.497771
000008542,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,90.95,8,452.98,bom,PB,2025-09-19T11:27:54.446570
000006293,Pessoa Física,Telefone,2,preciso de informação.,Baixa,175.44,18,198.15,bom,MS,2025-04-09T01:57:25.960297
000008848,Pessoa Física,Telefone,2,quero negociar.,Média,73.91,4,233.96,ruim,MG,2025-06-25T15:58:42.845116
000005449,Pessoa Física,Telefone,3,renegociar valores.,Média,172.38,51,591.64,bom,MG,2025-05-28T10:09:35.364687
000009760,Pessoa Jurídica,Email,2,segunda via do boleto. o mais rápido possível,Baixa,128.72,5,526.29,regular,PA,2025-09-07T06:20:12.278769
000005458,Pessoa Física,Email,1,como posso pagar.,Baixa,148.49,28,520.3,bom,PE,2025-02-04T04:57:10.153901
000001412,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,104.26,9,200.74,regular,PB,2025-07-16T08:23:39.266440
000002909,Pessoa Física,Telefone,3,segunda via do boleto. muito obrigado,Baixa,135.67,6,460.21,regular,RJ,2025-02-03T07:57:45.008663
000001896,Pessoa Física,Email,2,como posso pagar.,Baixa,18.81,17,92.17,regular,CE,2025-02-11T02:38:06.113348
000003489,Pessoa Física,Chat,1,dúvida sobre a fatura,Baixa,128.74,30,565.66,bom,DF,2025-08-11T03:15:46.743707
000005826,Premium,Telefone,2,dúvida sobre a fatura. aguardo uma resposta,Baixa,67.47,27,189.86,bom,RJ,2025-03-08T21:22:01.165441
000009819,Premium,Chat,2,preciso de informação.,Baixa,149.92,7,436.21,bom,MG,2025-08-23T19:40:29.442770
000005817,Pessoa Física,Chat,1,ajuda temporária.,Média,98.61,9,151.03,ruim,BA,2025-07-12T06:25:14.118304
000007441,Pessoa Jurídica,Telefone,1,parcelamento da dívida.,Média,98.23,41,322.16,regular,SP,2025-02-21T02:05:50.375790
000006515,Pessoa Física,Telefone,3,preciso de informação.,Baixa,73.44,27,155.76,bom,SP,2024-12-17T18:39:35.839972
000003928,Pessoa Jurídica,Email,3,proposta de pagamento. muito obrigado,Média,127.36,26,182.44,ruim,BA,2025-05-13T10:41:46.768002
000006405,Pessoa Física,Telefone,4,parcelamento da dívida.,Média,86.12,8,249.48,ruim,SP,2024-10-29T21:36:19.207494
000004436,Pessoa Física,Chat,1,renegociar valores.,Média,117.89,32,139.14,bom,MG,2024-11-27T04:06:08.960934
000002850,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,106.92,10,158.3,regular,RJ,2025-05-19T19:14:30.133255
000005585,Pessoa Jurídica,Chat,3,dúvida sobre a fatura.,Baixa,79.02,12,148.26,bom,PB,2025-04-02T05:21:14.418462
000005916,Pessoa Física,Telefone,1,preciso de informação.,Baixa,104.46,8,518.39,bom,PE,2025-07-23T10:13:37.954871
000003587,Pessoa Física,Email,1,como posso pagar. muito obrigado,Baixa,96.38,4,408.07,bom,MT,2024-11-23T14:22:59.251331
000009831,Pessoa Jurídica,Chat,4,consulta de valores.,Baixa,158.81,12,502.96,regular,RJ,2025-08-16T10:24:34.901072
000008375,Pessoa Física,Telefone,1,consulta de valores.,Baixa,165.47,2,319.4,bom,SP,2025-04-20T08:15:05.963436
000002694,Pessoa Física,Chat,4,dúvida sobre a fatura,Baixa,67.23,13,206.78,bom,MG,2025-09-21T09:44:46.416504
000009246,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,127.74,27,459.35,regular,SP,2025-07-14T22:09:07.889546
000007394,Pessoa Física,Telefone,2,renegociar valores.,Média,108.79,65,110.78,ruim,RN,2024-11-03T08:16:45.591110
000005689,Pessoa Física,Chat,3,dúvida sobre a fatura.,Baixa,84.83,3,420.04,regular,RJ,2024-11-05T21:10:08.464238
000000290,Pessoa Física,Email,3,consulta de valores. o mais rápido possível,Baixa,125.83,8,441.3,regular,SP,2025-01-25T02:10:16.199948
000004196,Pessoa Física,Telefone,1,como posso pagar. aguardo uma resposta,Baixa,138.76,15,687.28,bom,MA,2025-09-08T15:53:55.696217
000003604,Pessoa Física,Telefone,3,preciso de informação.,Baixa,13.53,5,38.92,regular,SC,2024-11-30T11:37:02.579691
000007906,Pessoa Jurídica,Telefone,1,dúvida sobre a fatura.,Baixa,160.19,4,559.71,regular,SP,2025-01-12T19:37:46.389780
000008321,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,148.44,13,422.44,regular,RS,2025-02-12T05:02:12.165074
000009369,Pessoa Física,Telefone,4,renegociar valores. muito obrigado,Média,118.95,18,123.46,ruim,PR,2024-11-04T02:21:01.618869
000000011,Pessoa Física,Chat,1,quero negociar.,Média,84.89,35,373.48,regular,BA,2024-12-06T22:53:31.267622
000009461,Pessoa Física,Telefone,1,parcelamento da dívida.,Média,139.58,121,390.27,regular,SP,2025-07-11T10:50:00.895266
000001202,Pessoa Física,Telefone,4,quero negociar.,Média,93.8,31,270.5,bom,MA,2025-01-04T17:15:51.850737
000007607,Pessoa Física,Email,1,segunda via do boleto.,Baixa,170.8,6,416.73,bom,RJ,2025-03-24T08:40:48.980134
000008303,Pessoa Física,Email,1,consulta de valores.,Baixa,155.92,28,425.76,bom,PR,2025-01-04T00:27:12.468403
000005018,Pessoa Física,Chat,1,preciso de informação,Baixa,120.78,17,471.31,regular,RN,2025-08-18T16:45:38.941772
000003629,Pessoa Jurídica,Chat,4,como posso pagar.,Baixa,87.79,13,333.82,regular,MG,2025-05-28T00:29:33.587888
000006565,Pessoa Física,Chat,2,proposta de pagamento.,Média,139.85,55,592.06,bom,SP,2024-11-22T19:18:54.588207
000007875,Pessoa Física,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,151.69,25,743.08,bom,RN,2024-11-16T18:50:47.412540
000008079,Pessoa Física,Telefone,4,renegociar valores.,Média,106.63,24,273.47,ruim,PR,2025-04-28T05:34:09.334058
000002837,Pessoa Física,Redes Sociais,4,dúvida sobre a fatura.,Baixa,136.46,2,321.48,bom,PR,2024-10-16T23:14:52.529674
000009720,Pessoa Física,Email,3,preciso de um desconto. por favor,Média,100.8,41,299.79,bom,RS,2025-08-12T06:00:16.954324
000008543,Pessoa Física,Email,3,preciso de um desconto. por favor,Média,50.32,32,81.4,bom,RJ,2025-02-25T22:43:30.937614
000003481,Pessoa Física,Redes Sociais,1,preciso de um desconto.,Média,53.48,8,215.64,ruim,SC,2025-08-11T12:27:11.016998
000004493,Pessoa Física,Email,1,como posso pagar.,Baixa,126.24,8,419.69,bom,RJ,2025-09-02T11:37:06.528178
000008302,Pessoa Física,Email,3,como posso pagar. por favor,Baixa,180.93,3,333.88,bom,MG,2024-11-18T14:49:59.562869
000009697,Pessoa Física,Email,4,como posso pagar. o mais rápido possível,Baixa,81.31,3,362.33,regular,CE,2025-02-13T10:52:31.297474
000001881,Pessoa Física,Telefone,4,consulta de valores.,Baixa,87.81,23,305.25,bom,GO,2025-08-07T01:48:53.370173
000001626,Pessoa Física,Email,2,preciso de informação.,Baixa,132.01,6,149.98,bom,SC,2025-09-15T05:35:09.422550
000000844,Pessoa Física,Chat,1,proposta de pagamento. muito obrigado,Média,121.48,52,216.97,ruim,SP,2025-02-15T23:48:16.795524
000000479,Pessoa Jurídica,Chat,1,ajuda temporária,Média,131.43,38,599.9,ruim,GO,2025-06-08T16:11:51.600488
000009891,Pessoa Física,Telefone,2,como posso pagar. por favor,Baixa,140.71,10,355.18,bom,PA,2025-04-05T07:09:29.693931
000002971,Pessoa Física,Email,1,preciso de informação.,Baixa,119.27,11,588.88,bom,PE,2025-01-06T12:04:13.908293
000002596,Pessoa Física,Telefone,3,segunda via do boleto. aguardo uma resposta,Baixa,125.47,9,391.34,bom,RO,2025-08-18T06:55:50.820530
000008188,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,74.93,3,137.25,bom,MG,2025-06-08T19:18:24.445905
000008864,Pessoa Jurídica,Email,1,segunda via do boleto. muito obrigado,Baixa,103.27,2,348.6,bom,PA,2025-05-17T04:20:21.440727
000004999,Pessoa Física,Telefone,1,como posso pagar.,Baixa,170.48,13,240.28,bom,PE,2025-05-25T16:10:12.162746
000006999,Pessoa Física,Telefone,2,ajuda temporária.,Média,138.85,57,587.34,bom,BA,2025-06-30T03:59:22.439169
000002984,Pessoa Jurídica,Chat,3,preciso de um desconto,Média,131.16,50,460.55,ruim,MA,2024-12-30T22:11:36.662202
000000337,Pessoa Física,Email,4,ajuda temporária. muito obrigado,Média,85.1,34,413.23,bom,BA,2025-07-29T10:56:15.195585
000002445,Pessoa Jurídica,Telefone,2,preciso de informação.,Baixa,87.83,21,330.28,regular,RS,2024-10-05T09:48:51.447355
000007928,Pessoa Física,Telefone,1,quero negociar. o mais rápido possível,Média,77.03,39,92.17,bom,RS,2025-08-10T01:54:20.407343
000003097,Pessoa Jurídica,Chat,4,como posso pagar.,Baixa,46.59,16,135.38,regular,RS,2025-01-16T16:02:57.825610
000001738,Pessoa Física,Chat,2,segunda via do boleto.,Baixa,109.24,5,341.4,bom,PR,2024-11-29T06:58:56.790693
000009627,Pessoa Física,Email,4,consulta de valores.,Baixa,104.42,24,487.34,bom,SP,2025-02-25T08:11:04.814852
000002496,Pessoa Física,Email,3,proposta de pagamento. muito obrigado,Média,127.39,51,347.76,ruim,RJ,2024-10-29T03:54:06.844580
000002079,Pessoa Física,Email,1,preciso de informação.,Baixa,161.43,2,544.67,regular,SP,2025-02-21T07:15:28.686463
000006429,Pessoa Jurídica,Chat,4,dúvida sobre a fatura,Baixa,94.94,7,165.56,regular,SC,2025-03-20T08:24:40.862638
000005968,Premium,Redes Sociais,1,preciso de um desconto.,Média,169.96,8,336.27,ruim,GO,2024-11-05T15:48:51.278101
000001005,Pessoa Física,Email,4,ajuda temporária. aguardo uma resposta,Média,140.58,4,449.06,ruim,CE,2025-03-21T15:57:34.306995
000003007,Pessoa Jurídica,Email,3,preciso de informação. por favor,Baixa,176.88,6,670.01,bom,AL,2025-05-25T04:03:11.202748
000004552,Pessoa Física,Email,1,preciso de informação.,Baixa,74.43,11,204.08,bom,RJ,2025-08-27T06:28:52.815134
000003399,Pessoa Física,Redes Sociais,4,renegociar valores.,Média,166.92,56,455.8,regular,AM,2025-03-21T06:58:41.304618
000001606,Pessoa Física,Telefone,4,renegociar valores. o mais rápido possível,Média,93.01,40,188.25,bom,RJ,2024-11-02T20:29:17.437545
000004379,Pessoa Física,Redes Sociais,1,proposta de pagamento. por favor,Média,88.18,58,334.42,bom,SP,2025-06-26T18:46:47.047299
000001827,Pessoa Jurídica,Telefone,1,como posso pagar. aguardo uma resposta,Baixa,117.64,4,120.22,bom,SP,2025-09-02T14:25:32.114776
000001264,Pessoa Jurídica,Email,2,renegociar valores.,Média,86.06,2,262.58,ruim,PE,2025-09-04T10:31:15.020441
000000353,Pessoa Jurídica,Telefone,1,consulta de valores.,Baixa,137.17,4,139.13,regular,MA,2025-07-10T02:11:28.028572
000004652,Pessoa Física,Chat,4,parcelamento da dívida.,Média,153.64,49,518.36,ruim,AM,2024-12-14T08:42:11.681867
000003911,Pessoa Jurídica,Chat,2,preciso de informação.,Baixa,139.76,5,157.04,bom,PR,2025-01-30T13:40:28.364173
000009725,Pessoa Física,Redes Sociais,1,consulta de valores.,Baixa,117.75,18,560.52,bom,SP,2025-01-26T09:25:52.635392
000007728,Pessoa Física,Telefone,1,preciso de informação.,Baixa,167.18,7,486.8,bom,SP,2025-10-01T10:43:36.230586
000009906,Pessoa Física,Telefone,3,parcelamento da dívida.,Média,137.14,2,512.37,ruim,AL,2025-03-29T02:56:01.444468
000000291,Pessoa Jurídica,Telefone,3,preciso de informação. muito obrigado,Baixa,114.19,3,504.08,bom,SP,2025-06-16T00:18:04.586374
